StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.11603598324893760667244502908827829816,1.2.826.0.1.3680043.8.498.47365099191008541308886077463921255304
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.11603598324893760667244502908827829816,1.2.826.0.1.3680043.8.498.48479929075638814373545508665343128302
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.11603598324893760667244502908827829816,1.2.826.0.1.3680043.8.498.50197572134049576836294067436037049333
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.11603598324893760667244502908827829816,1.2.826.0.1.3680043.8.498.50242450946366552777363469787239712477
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.11603598324893760667244502908827829816,1.2.826.0.1.3680043.8.498.51983923077477397431567026768252950860
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.11603598324893760667244502908827829816,1.2.826.0.1.3680043.8.498.62743457314344697954200173293218954938
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.11603598324893760667244502908827829816,1.2.826.0.1.3680043.8.498.64184073465670738397724730670731906543
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.18142539709374621170612422402643784501
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.27398436608741569657877021354204062389
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.29279561165314723430818589807159413287
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.37647961915553731332417716434530494832
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.38077645839747192941991591950923010899
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.40741148056575442980058975748606485108
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.40781138232889816119191675850812140165
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.44288935352050296114148651766159668581
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.46583877368987210471793762175005994234
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.48984372299051370469036239753222022419
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.53480593480222451307791492360703432411
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.54728506476246454082195394898351406329
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.55315459415742312436819743342335327021
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.57629350893945013121098631783309420123
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.58616289141413064080378688315606186999
1.2.826.0.1.3680043.8.498.95113114010658169441709314948308683982,1.2.826.0.1.3680043.8.498.54301656275617312531571192203715318901,1.2.826.0.1.3680043.8.498.60780191158134709456131823463425516357
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.11052946515222789827962253359839520203
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.11078351927679113398289963956871293735
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.11508593978809329554246582673521519021
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.12324311377996272165853102840058002600
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.13164671520211027911306333329337094737
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.27602441181511411160523218720018551121
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.42105722614482011738435930823183535456
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.50497754425538069989878071482312539069
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.55876385839216455349454189339654669128
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.57690658093555772905291511426932924023
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.64777901703436858609745630970906374010
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.70718645722176412892865516845865018598
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.76971842105206916928669718771212343336
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.78663189151385554268901084555396064971
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.80101654034052753183374889082574197904
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,1.2.826.0.1.3680043.8.498.65982530186879525357449085851562363055,1.2.826.0.1.3680043.8.498.80593418503233624621937810821040520824
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.18610138429194704351925231753345901027
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.19466800028850659915512105358830284733
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.20792912672758799664408791202352579701
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.20980112388566722161779847589549375722
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.31949001479190568104780651263958254614
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.32570172350364813117840868117689567092
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.41382777517944665768969229370930441695
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.41472009174183684377057435135043243448
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.43802721305964455215392083395245833072
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.45463684255051014929203090955918628892
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.63595067228038222728579550583647432036
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.65157926480550570338152951398401614148
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.65482866641884722881733507754497442915
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.68112694656638098450996979560805107988
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.71831831490807109220105671553179911947
1.2.826.0.1.3680043.8.498.10004945927472656027199792075652399585,1.2.826.0.1.3680043.8.498.72137122913943091996840828871969421711,1.2.826.0.1.3680043.8.498.77612968508229480183152582578081880303
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.12622084247909754310825359381763620526
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.12664376306535675955161596449483725916
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.18745639693336564907825864978087530435
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.19416870355295811337740591548984554380
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.24202877346284739390932796070849085747
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.28826338559351203120311189157985915338
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.42615047484690039706795324050393753097
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.44821072162504115490626045179077454661
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.48687257558248044487907789118278122078
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.52106632076037171160770104986479880698
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.59375474825271133012465780655440496584
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.60012109952289924177067052683287970577
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.72380242008726376257143747226803914988
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.72533958489794599704939225173584015242
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.74439290204172486362951749518232196195
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1.2.826.0.1.3680043.8.498.46364007321003496788733093171197863059,1.2.826.0.1.3680043.8.498.75179635370784789813411557203665795475
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.13299874560031299831494737857147204773
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.13914231192524879729689799872722888329
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.28552503645544542574346623646151006215
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.32119037191846648766240386893466679650
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.32407290739025544324793536073235364464
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.32512990939294689904487196036557291947
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.32859922928209769305485080457955658436
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.33119225280946988362135409430269003027
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.42542008954588232915921081509417375622
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.46234927632232117167946370564898500649
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.48049670746824485701775798822257318313
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.48847270600257980190423265637177721254
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.48883496168231661597585405384253423873
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.50827116466633097639376146586766783457
1.2.826.0.1.3680043.8.498.10726624821670417064567481545750543282,1.2.826.0.1.3680043.8.498.11763075007074530771528191590522142214,1.2.826.0.1.3680043.8.498.51645796288882312284513725664031951279
